idAuthor,tagName
1046,Emoji
1046,GNT
1046,Malhação
1049,Praia
1049,Justin_Bieber
1049,Malhação
1049,Samba
1049,Gay
1049,Pizza
1049,Pagode_(estilo_musical)
1049,The_Voice_(Estados_Unidos)
1049,Café
1052,Lady_Gaga
1056,Demi_Lovato
1056,Capricho
1063,Shopping_center
1063,Pizza
1067,Malhação
1067,Vodca
1067,Comédia
1067,GNT
1078,Sistema_Brasileiro_de_Televisão
1078,YouTube
1078,Praia
1078,Los_Angeles
1085,The_Voice_(Estados_Unidos)
1085,Malhação
1085,Miley_Cyrus
1085,Emoji
1085,Demi_Lovato
1100,Clube_de_Regatas_do_Flamengo
1100,Arroz
1100,Pizza
1100,Açaí
1100,Sociedade_Esportiva_Palmeiras
1100,Fluminense_Football_Club
1100,Botafogo_de_Futebol_e_Regatas
1100,Club_de_Regatas_Vasco_da_Gama
1102,Praia
1102,Demi_Lovato
1102,YouTube
1102,Manu_Gavassi
1102,Terror_(gênero)
1102,Malhação
1110,Café
1110,Malhação
1110,Leite
1110,Gay
1114,Mikoyan
1114,Snapchat
1114,Malhação
1114,Shopping_center
1129,Sorvete
1142,IPhone
1142,Praia
1146,Comédia
1146,GNT
1146,The_Voice_(Estados_Unidos)
1146,Malhação
1147,MTV
1147,Malhação
1151,Black_Friday
1151,Churrasco
1151,Sorvete
1151,Chocolate
1151,Instagram
1157,Shopping_center
1157,Rock
1157,Malhação
1161,Malhação
1161,Capricho
1170,Emoji
1170,Chocolate
1170,Harry_Potter
1170,Miley_Cyrus
1170,Café
1177,Rap
1177,Curitiba
1177,Cerveja
1177,Malhação
1177,Black_Friday
1183,Logo
1183,YouTube
1183,Malhação
1186,Pagode_(estilo_musical)
1186,Shopping_center
1186,IPhone
1186,Chocolate
1186,Altas_Horas
1186,Praia
1186,Wi-Fi
1186,Malhação
1186,GNT
1191,Rock
1191,Cerveja
1191,GNT
1191,Exame_Nacional_do_Ensino_Médio
1195,Malhação
1195,Chay_Suede
1195,Altas_Horas
1202,Justin_Bieber
1202,Malhação
1202,Churrasco
1202,Mikoyan
1202,MTV
1202,Pizza
1202,Sorvete
1204,Chocolate
1204,Logo
1204,Capricho
1204,Maratona
1204,Manu_Gavassi
1204,Malhação
1207,Fluminense_Football_Club
1207,Vodca
1207,Malhação
1207,Mortified
1207,Açaí
1207,Altas_Horas
1207,IPhone
1209,Chocolate
1209,IPhone
1209,GNT
1209,Malhação
1210,Lady_Gaga
1210,G1
1210,Exame_Nacional_do_Ensino_Médio
1210,Mortified
1210,Samba
1210,Malhação
1210,One_Direction
1216,Manu_Gavassi
1216,Twitcam
1216,Malhação
1216,Capricho
1216,Praia
1216,Los_Angeles
1216,Sorvete
1216,Capricho_Awards
1225,Black_Friday
1225,Wi-Fi
1225,Instagram
1225,Chocolate
1225,Praia
1225,Malhação
1246,One_Direction
1246,Los_Angeles
1246,Teatro
1246,APP
1246,Camila_(banda)
1246,Wanessa
1246,Sistema_Brasileiro_de_Televisão
1246,Club_de_Regatas_Vasco_da_Gama
1246,Praia
1246,RBD
1246,Samba
1246,Sociedade_Esportiva_Palmeiras
1246,Rebelde_(telenovela)
1246,YouTube
1246,Malhação
1252,Clube_de_Regatas_do_Flamengo
1252,Clube_Atlético_Mineiro
1252,Mortified
1252,Cerveja
1252,Sport_Club_Corinthians_Paulista
1252,Malhação
1255,Gay
1255,Terror_(gênero)
1255,Açaí
1255,Justin_Bieber
1255,Ariana_Grande
1259,Malhação
1259,Samba
1259,Instagram
1259,Manaus
1260,Malhação
1260,Altas_Horas
1260,G1
1260,Multishow
1260,Curitiba
1260,Sistema_Brasileiro_de_Televisão
1260,YouTube
1261,Vodca
1261,One_Direction
1261,Pizza
1261,Demi_Lovato
1268,Malhação
1268,Instagram
1268,Churrasco
1268,The_Voice_(Estados_Unidos)
1268,Samba
1268,APP
1268,G1
1268,Chocolate
1268,Neymar
1278,Açaí
1278,Botafogo_de_Futebol_e_Regatas
1278,Sociedade_Esportiva_Palmeiras
1278,Gay
1278,Skate
1278,Sistema_Brasileiro_de_Televisão
1278,Maratona
1278,Pizza
1278,Neymar
1278,Sport_Club_Corinthians_Paulista
1278,Cruzeiro_Esporte_Clube
1278,Chocolate
1278,Gol_Linhas_Aéreas_Inteligentes
1278,IPhone
1278,Clube_Atlético_Mineiro
1278,Praia
1278,Pagode_(estilo_musical)
1280,Sorvete
1280,Queijo
1280,Shopping_center
1280,Café
1280,Malhação
1280,Chocolate
1280,Açaí
1284,Malhação
1284,Funk
1296,Justin_Bieber
1296,IPhone
1296,Shopping_center
1296,Black_Friday
1296,Chocolate
1296,Malhação
1302,Malhação
1302,Maratona
1302,Exame_Nacional_do_Ensino_Médio
1302,Mortified
1302,Chay_Suede
1302,Sophia_Abrahão
1302,Pagode_(estilo_musical)
1302,Mika
1302,Black_Friday
1302,TML
1302,Multishow
1303,Café
1303,Leite
1303,Chocolate
1303,Altas_Horas
1303,Teatro
1313,Pizza
1313,Praia
1313,IPhone
1313,The_Voice_(Estados_Unidos)
1313,Cerveja
1313,Teatro
1313,Malhação
1313,The_Hunger_Games
1313,YouTube
1313,GNT
1313,Ariana_Grande
1322,YouTube
1322,Gay
1322,Wanessa
1323,Terror_(gênero)
1323,Malhação
1323,Café
1323,Fluminense_Football_Club
1323,Chocolate
1323,Sport_Club_Corinthians_Paulista
1328,Teatro
1328,Malhação
1328,Sophia_Abrahão
1328,Chay_Suede
1328,Wanessa
1342,IPhone
1342,Praia
1342,Mikoyan
1342,Chocolate
1347,Mortified
1348,Praia
1348,Paramore
1348,G1
1348,Exame_Nacional_do_Ensino_Médio
1348,YouTube
1348,Teatro
1348,GNT
1348,Televisão_de_alta_definição
1348,Malhação
1348,Sociedade_Esportiva_Palmeiras
1348,Sorvete
1348,Capricho
1350,Churrasco
1350,Black_Friday
1350,Sorvete
1350,Funk
1350,Mortified
1350,Piercing
1350,IPhone
1367,Capricho
1367,GNT
1367,Rio_Grande_do_Sul
1371,Malhação
1373,Funk
1373,Snapchat
1373,Piercing
1373,Logo
1373,Praia
1373,Shopping_center
1382,Praia
1382,Harry_Potter
1382,Terror_(gênero)
1382,Gay
1382,Paramore
1383,Malhação
1383,Harry_Potter
1383,Alto_Astral
1383,YouTube
1383,Sport_Club_Internacional
1389,Alto_Astral
1389,Malhação
1399,Neymar
1399,The_Voice_(Estados_Unidos)
1399,Cruzeiro_Esporte_Clube
1399,Ténis
1399,Gay
1399,APP
1399,Emoji
1399,Rock
1399,Leite
1403,Malhação
1403,Rock
1403,Café
1403,Exame_Nacional_do_Ensino_Médio
1403,Sophia_Abrahão
1411,Café
1411,Demi_Lovato
